Id,first name,last name,gender,Phone,mail_id,dob,attendance,study hours,maths assignment,maths viva,physics assignment,physics viva,che assignment,che viva,Parental Involvement,Failures,t1_m,t1_p,t1_c,t2_m,t2_p,t2_c,t3_m,t3_p,t3_c,t4_m,t4_p,t4_c,t5_m(calc),t5_p(calc),t5_c(calc)
28935,Danielle,Glover,female,6449915452.0,Danielle_28935@gmail.com,2003-2-26,21.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,0.0,38.0,40.0,40.0,38.0,36.0,36.0,40.0,37.0,36.0,37.0,37.0,36.0,35.0,38.0,40.0
28936,Robert,Campbell,female,8484802609.0,Robert_28936@gmail.com,2003-8-19,15.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,7.0,0.0,34.0,31.0,30.0,33.0,30.0,30.0,32.0,34.0,33.0,33.0,31.0,30.0,30.0,34.0,31.0
28937,Mitchell,Baker,female,6802632853.0,Mitchell_28937@gmail.com,2004-1-13,14.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,26.0,30.0,28.0,28.0,26.0,29.0,30.0,30.0,28.0,28.0,28.0,28.0,26.0,28.0,27.0
28938,Robert,Andrade,male,8530003586.0,Robert_28938@gmail.com,2004-4-13,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,18.0,20.0,10.0,12.0,14.0,13.0,12.0,23.0,16.0,24.0,20.0,23.0,10.0,23.0,16.0
28939,Lauren,Burns,female,7257587539.0,Lauren_28939@gmail.com,2002-1-22,5.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,6.0,7.0,3.0,8.0,7.0,5.0,7.0,3.0,0.0,1.0,4.0,10.0,4.0,3.0,5.0
28940,Cindy,Shelton,female,8373310396.0,Cindy_28940@gmail.com,2002-1-22,99.0,4.0,10.0,9.0,9.0,9.0,10.0,10.0,2.0,0.0,116.0,115.0,115.0,117.0,110.0,113.0,118.0,112.0,110.0,110.0,110.0,120.0,111.0,114.0,117.0
28941,Desiree,Sanchez,female,6969628191.0,Desiree_28941@gmail.com,2003-8-6,90.0,0.0,9.0,9.0,9.0,10.0,9.0,10.0,1.0,0.0,110.0,108.0,109.0,106.0,106.0,105.0,106.0,110.0,107.0,107.0,110.0,106.0,109.0,107.0,108.0
28942,William,King,male,7639230473.0,William_28942@gmail.com,2002-10-5,86.0,4.0,9.0,9.0,9.0,9.0,9.0,8.0,4.0,0.0,100.0,103.0,102.0,103.0,101.0,105.0,101.0,103.0,101.0,104.0,104.0,103.0,103.0,104.0,100.0
28943,Randall,Scott,male,8894423415.0,Randall_28943@gmail.com,2004-5-15,82.0,1.0,8.0,9.0,9.0,9.0,8.0,9.0,5.0,0.0,95.0,98.0,97.0,95.0,97.0,95.0,99.0,95.0,99.0,95.0,98.0,98.0,96.0,98.0,98.0
28944,Lisa,Johnson,female,8471679365.0,Lisa_28944@gmail.com,2003-11-24,77.0,3.0,7.0,7.0,7.0,8.0,8.0,7.0,6.0,0.0,95.0,93.0,93.0,92.0,90.0,94.0,92.0,92.0,93.0,94.0,91.0,90.0,90.0,94.0,91.0
28945,Scott,Nixon,male,8375774135.0,Scott_28945@gmail.com,2003-2-7,74.0,2.0,8.0,7.0,7.0,8.0,7.0,7.0,4.0,0.0,85.0,90.0,87.0,87.0,87.0,90.0,90.0,87.0,88.0,86.0,88.0,87.0,89.0,85.0,85.0
28946,Teresa,Brown,male,7289947754.0,Teresa_28946@gmail.com,2002-5-24,69.0,0.0,6.0,7.0,6.0,6.0,7.0,7.0,3.0,0.0,82.0,83.0,85.0,84.0,83.0,80.0,82.0,83.0,85.0,83.0,83.0,82.0,61.0,54.0,71.0
28947,Renee,Romero,male,7195488028.0,Renee_28947@gmail.com,2002-1-2,65.0,5.0,6.0,6.0,7.0,6.0,7.0,7.0,8.0,0.0,76.0,75.0,79.0,77.0,78.0,76.0,78.0,80.0,77.0,77.0,79.0,80.0,80.0,75.0,77.0
28948,Kevin,Green,female,8134344073.0,Kevin_28948@gmail.com,2002-5-10,57.0,1.0,6.0,6.0,5.0,6.0,5.0,5.0,6.0,0.0,71.0,71.0,70.0,75.0,70.0,71.0,71.0,72.0,73.0,72.0,71.0,74.0,73.0,72.0,73.0
28949,Jeremy,Fox,female,8800926214.0,Jeremy_28949@gmail.com,2002-1-26,54.0,1.0,6.0,5.0,6.0,6.0,6.0,6.0,8.0,0.0,69.0,68.0,69.0,66.0,69.0,68.0,70.0,69.0,66.0,69.0,70.0,66.0,66.0,66.0,66.0
28950,Danielle,Hernandez,female,7138460758.0,Danielle_28950@gmail.com,2003-12-24,45.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,1.0,0.0,60.0,63.0,63.0,62.0,64.0,60.0,64.0,61.0,63.0,65.0,65.0,64.0,62.0,64.0,65.0
28951,Christopher,Wong,female,7394701764.0,Christopher_28951@gmail.com,2004-6-27,44.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,7.0,0.0,55.0,56.0,56.0,60.0,57.0,55.0,56.0,58.0,59.0,59.0,58.0,56.0,59.0,57.0,57.0
28952,Catherine,Curtis,female,8956780711.0,Catherine_28952@gmail.com,2003-9-13,36.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,9.0,0.0,55.0,50.0,52.0,51.0,51.0,53.0,55.0,50.0,53.0,50.0,53.0,52.0,51.0,53.0,51.0
28953,Raymond,Benjamin,male,7873493871.0,Raymond_28953@gmail.com,2002-6-6,34.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,7.0,0.0,46.0,47.0,47.0,49.0,49.0,49.0,45.0,45.0,45.0,46.0,50.0,48.0,49.0,45.0,50.0
28954,Joseph,Li,female,8781152856.0,Joseph_28954@gmail.com,2002-8-27,30.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,0.0,44.0,40.0,44.0,44.0,44.0,42.0,42.0,40.0,45.0,44.0,40.0,45.0,45.0,44.0,43.0
28955,Amy,Rollins,male,6380367616.0,Amy_28955@gmail.com,2004-8-11,22.0,7.0,3.0,2.0,2.0,2.0,3.0,2.0,9.0,0.0,36.0,37.0,37.0,36.0,37.0,38.0,35.0,39.0,40.0,37.0,37.0,35.0,40.0,38.0,35.0
28956,Renee,Bowen,male,7238510811.0,Renee_28956@gmail.com,2004-2-13,18.0,7.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,0.0,32.0,33.0,34.0,34.0,32.0,34.0,33.0,35.0,35.0,32.0,30.0,34.0,33.0,32.0,34.0
28957,Matthew,Thornton,male,6820111061.0,Matthew_28957@gmail.com,2003-7-5,13.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,0.0,26.0,25.0,25.0,28.0,29.0,25.0,27.0,27.0,25.0,30.0,27.0,26.0,29.0,28.0,30.0
28958,Jon,Robinson,female,9226217072.0,Jon_28958@gmail.com,2004-10-8,10.0,8.0,1.0,0.0,0.0,1.0,0.0,1.0,7.0,0.0,19.0,19.0,18.0,25.0,12.0,22.0,21.0,15.0,16.0,17.0,24.0,12.0,14.0,14.0,25.0
28959,Julie,Mullins,male,7989497061.0,Julie_28959@gmail.com,2003-7-22,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,1.0,5.0,0.0,9.0,6.0,7.0,8.0,0.0,4.0,7.0,9.0,1.0,9.0,0.0,10.0
28960,Sharon,Ray,female,8598702124.0,Sharon_28960@gmail.com,2002-5-26,96.0,6.0,10.0,9.0,10.0,9.0,9.0,9.0,1.0,0.0,111.0,117.0,118.0,114.0,114.0,116.0,120.0,111.0,116.0,111.0,110.0,114.0,112.0,114.0,111.0
28961,Alexandra,Powell,male,8631274324.0,Alexandra_28961@gmail.com,2002-10-25,94.0,0.0,10.0,9.0,10.0,9.0,9.0,9.0,1.0,0.0,109.0,109.0,110.0,109.0,108.0,110.0,106.0,110.0,108.0,109.0,106.0,109.0,108.0,109.0,107.0
28962,Jean,Hernandez,male,7471796926.0,Jean_28962@gmail.com,2003-6-22,85.0,7.0,8.0,9.0,8.0,8.0,8.0,9.0,5.0,0.0,100.0,105.0,101.0,104.0,102.0,104.0,103.0,105.0,102.0,104.0,100.0,103.0,102.0,105.0,100.0
28963,Timothy,Jimenez,female,7937041974.0,Timothy_28963@gmail.com,2003-2-12,85.0,0.0,9.0,8.0,9.0,9.0,9.0,8.0,10.0,0.0,95.0,96.0,98.0,100.0,95.0,97.0,95.0,100.0,100.0,95.0,98.0,100.0,100.0,95.0,97.0
28964,James,Mercado,male,7539283900.0,James_28964@gmail.com,2004-1-12,78.0,4.0,8.0,7.0,8.0,7.0,7.0,8.0,2.0,0.0,90.0,90.0,90.0,93.0,91.0,90.0,95.0,93.0,92.0,90.0,91.0,94.0,95.0,92.0,94.0
28965,Nicholas,Williamson,male,9050076775.0,Nicholas_28965@gmail.com,2002-8-3,74.0,6.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,0.0,85.0,87.0,86.0,86.0,87.0,85.0,90.0,85.0,86.0,90.0,85.0,85.0,89.0,85.0,86.0
28966,Amanda,Cox,male,8400351350.0,Amanda_28966@gmail.com,2002-12-8,68.0,4.0,6.0,6.0,6.0,7.0,6.0,7.0,3.0,0.0,81.0,83.0,82.0,83.0,80.0,83.0,80.0,85.0,81.0,83.0,82.0,84.0,79.0,66.0,60.0
28967,Kelsey,Weiss,female,7050591037.0,Kelsey_28967@gmail.com,2002-12-24,63.0,4.0,6.0,7.0,6.0,7.0,7.0,7.0,2.0,0.0,78.0,76.0,80.0,79.0,79.0,77.0,77.0,78.0,75.0,77.0,75.0,79.0,77.0,76.0,79.0
28968,Jesse,Gilmore,male,9209110003.0,Jesse_28968@gmail.com,2003-1-20,55.0,2.0,6.0,6.0,5.0,5.0,6.0,6.0,3.0,0.0,72.0,70.0,71.0,74.0,73.0,74.0,74.0,70.0,70.0,74.0,71.0,74.0,72.0,75.0,75.0
28969,David,Newton,female,7873865159.0,David_28969@gmail.com,2002-3-2,52.0,4.0,6.0,6.0,5.0,5.0,5.0,6.0,4.0,0.0,65.0,68.0,67.0,68.0,65.0,65.0,70.0,68.0,70.0,67.0,68.0,68.0,67.0,69.0,65.0
28970,Joshua,Hart,female,7975335920.0,Joshua_28970@gmail.com,2002-3-25,47.0,0.0,4.0,5.0,4.0,5.0,4.0,5.0,8.0,0.0,63.0,61.0,61.0,61.0,60.0,61.0,62.0,64.0,60.0,61.0,65.0,64.0,65.0,65.0,60.0
28971,Darryl,Harrison,female,8004000905.0,Darryl_28971@gmail.com,2004-9-26,45.0,6.0,5.0,4.0,4.0,5.0,5.0,4.0,1.0,0.0,57.0,57.0,58.0,57.0,60.0,55.0,57.0,57.0,58.0,58.0,60.0,59.0,56.0,58.0,58.0
28972,Derek,Willis,male,7973955447.0,Derek_28972@gmail.com,2002-9-11,37.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,10.0,0.0,53.0,54.0,51.0,55.0,51.0,54.0,53.0,52.0,55.0,50.0,53.0,55.0,51.0,51.0,55.0
28973,Regina,Lucas,female,9288829616.0,Regina_28973@gmail.com,2004-5-26,34.0,8.0,4.0,3.0,3.0,4.0,4.0,3.0,7.0,0.0,47.0,50.0,46.0,48.0,47.0,50.0,47.0,49.0,47.0,48.0,50.0,46.0,46.0,49.0,49.0
28974,Cody,Hopkins,female,7420112829.0,Cody_28974@gmail.com,2004-4-15,29.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,0.0,41.0,44.0,43.0,43.0,45.0,44.0,40.0,45.0,42.0,44.0,45.0,45.0,44.0,41.0,40.0
28975,Diana,Montoya,female,8104675059.0,Diana_28975@gmail.com,2003-10-6,20.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,0.0,38.0,35.0,35.0,38.0,39.0,39.0,35.0,38.0,37.0,37.0,36.0,35.0,38.0,39.0,39.0
28976,Anthony,Johnson,female,8870641322.0,Anthony_28976@gmail.com,2004-8-6,19.0,6.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,0.0,30.0,30.0,30.0,32.0,31.0,32.0,31.0,34.0,33.0,32.0,31.0,35.0,30.0,35.0,34.0
28977,Bryan,Stone,male,9263909526.0,Bryan_28977@gmail.com,2003-4-8,11.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,10.0,0.0,27.0,28.0,30.0,26.0,28.0,26.0,28.0,30.0,28.0,30.0,28.0,30.0,30.0,28.0,25.0
28978,Wayne,Rodriguez,female,8675629119.0,Wayne_28978@gmail.com,2004-5-22,9.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,21.0,12.0,17.0,23.0,25.0,13.0,11.0,10.0,18.0,14.0,22.0,18.0,10.0,19.0,22.0
28979,John,Bailey,female,8598483496.0,John_28979@gmail.com,2003-9-28,0.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,9.0,0.0,4.0,4.0,6.0,4.0,1.0,3.0,0.0,1.0,2.0,6.0,1.0,9.0,4.0,8.0,0.0
28980,Matthew,Dalton,male,7318869599.0,Matthew_28980@gmail.com,2004-6-7,99.0,7.0,9.0,9.0,10.0,10.0,9.0,9.0,8.0,0.0,114.0,115.0,117.0,111.0,115.0,110.0,111.0,110.0,112.0,113.0,117.0,112.0,113.0,120.0,112.0
28981,Suzanne,Hunt,female,9208148764.0,Suzanne_28981@gmail.com,2002-1-19,90.0,6.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,110.0,110.0,110.0,105.0,108.0,108.0,106.0,105.0,109.0,105.0,107.0,105.0,106.0,108.0,109.0
28982,Danielle,Ingram,female,8478018609.0,Danielle_28982@gmail.com,2003-4-4,89.0,5.0,8.0,8.0,9.0,9.0,8.0,8.0,7.0,0.0,101.0,104.0,100.0,104.0,103.0,101.0,103.0,100.0,105.0,103.0,104.0,105.0,104.0,104.0,103.0
28983,Cheryl,White,male,8206217477.0,Cheryl_28983@gmail.com,2003-1-6,85.0,4.0,9.0,9.0,8.0,8.0,8.0,9.0,6.0,0.0,98.0,95.0,98.0,97.0,99.0,95.0,100.0,95.0,96.0,97.0,96.0,96.0,98.0,100.0,95.0
28984,Christina,Anderson,male,7061409711.0,Christina_28984@gmail.com,2002-2-27,76.0,0.0,8.0,7.0,7.0,7.0,8.0,7.0,4.0,0.0,92.0,93.0,92.0,90.0,95.0,95.0,90.0,94.0,91.0,92.0,90.0,93.0,94.0,94.0,93.0
28985,Christopher,Richardson,female,7907154188.0,Christopher_28985@gmail.com,2002-2-6,70.0,3.0,8.0,8.0,8.0,7.0,8.0,8.0,10.0,0.0,87.0,90.0,87.0,88.0,88.0,86.0,88.0,85.0,85.0,86.0,86.0,88.0,90.0,87.0,87.0
28986,Jacob,Little,female,8831713551.0,Jacob_28986@gmail.com,2004-11-1,66.0,1.0,6.0,6.0,7.0,6.0,7.0,7.0,3.0,0.0,85.0,85.0,82.0,82.0,83.0,83.0,81.0,84.0,80.0,80.0,82.0,83.0,66.0,70.0,52.0
28987,Lynn,Williamson,male,7199699080.0,Lynn_28987@gmail.com,2003-12-4,65.0,3.0,7.0,6.0,7.0,7.0,7.0,7.0,5.0,0.0,76.0,77.0,80.0,78.0,79.0,79.0,76.0,78.0,79.0,79.0,77.0,75.0,78.0,78.0,78.0
28988,Todd,Horton,female,8206564588.0,Todd_28988@gmail.com,2003-9-7,56.0,8.0,6.0,5.0,5.0,6.0,5.0,6.0,8.0,0.0,72.0,71.0,74.0,72.0,74.0,70.0,71.0,74.0,75.0,73.0,75.0,73.0,75.0,75.0,70.0
28989,William,Hall,female,7870993915.0,William_28989@gmail.com,2003-7-6,55.0,8.0,6.0,5.0,6.0,6.0,5.0,5.0,7.0,0.0,65.0,68.0,70.0,68.0,66.0,70.0,69.0,70.0,67.0,66.0,67.0,69.0,66.0,70.0,70.0
28990,Robin,Mueller,female,8321202725.0,Robin_28990@gmail.com,2003-4-6,50.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,0.0,65.0,62.0,65.0,62.0,60.0,60.0,60.0,60.0,61.0,64.0,63.0,61.0,62.0,62.0,65.0
28991,Michelle,Smith,male,8325599642.0,Michelle_28991@gmail.com,2004-9-21,41.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,0.0,56.0,60.0,60.0,60.0,60.0,60.0,56.0,60.0,55.0,60.0,55.0,60.0,56.0,57.0,57.0
28992,James,Norton,male,9094244389.0,James_28992@gmail.com,2004-8-10,40.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,0.0,51.0,51.0,55.0,50.0,55.0,51.0,53.0,55.0,52.0,53.0,51.0,54.0,52.0,52.0,50.0
28993,Justin,Rogers,male,6390393425.0,Justin_28993@gmail.com,2004-7-14,32.0,7.0,4.0,3.0,3.0,3.0,3.0,3.0,10.0,0.0,46.0,48.0,47.0,49.0,47.0,46.0,48.0,46.0,45.0,45.0,46.0,46.0,49.0,50.0,48.0
28994,Kevin,Farmer,male,7931471165.0,Kevin_28994@gmail.com,2003-1-25,29.0,8.0,2.0,3.0,3.0,2.0,2.0,3.0,7.0,0.0,44.0,40.0,43.0,45.0,45.0,42.0,42.0,42.0,41.0,45.0,43.0,40.0,45.0,45.0,43.0
28995,Patrick,Mack,female,7125594854.0,Patrick_28995@gmail.com,2003-4-9,20.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,5.0,0.0,36.0,39.0,35.0,39.0,38.0,37.0,39.0,39.0,35.0,40.0,40.0,38.0,35.0,37.0,40.0
28996,Pamela,Schmidt,female,7806609121.0,Pamela_28996@gmail.com,2003-6-20,18.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,10.0,0.0,34.0,33.0,33.0,33.0,33.0,30.0,30.0,30.0,34.0,35.0,30.0,33.0,34.0,31.0,35.0
28997,Philip,Coleman,male,7828402036.0,Philip_28997@gmail.com,2003-5-22,14.0,7.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,0.0,29.0,26.0,28.0,26.0,27.0,26.0,29.0,30.0,29.0,28.0,26.0,29.0,27.0,28.0,29.0
28998,Michael,Rodriguez,male,7197328902.0,Michael_28998@gmail.com,2004-6-15,9.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,8.0,0.0,14.0,22.0,13.0,19.0,12.0,20.0,21.0,22.0,12.0,23.0,18.0,16.0,24.0,20.0,22.0
28999,Joel,Sanchez,male,7863865143.0,Joel_28999@gmail.com,2004-12-21,5.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,5.0,3.0,9.0,10.0,9.0,6.0,10.0,8.0,4.0,7.0,10.0,4.0,3.0,7.0
29000,Joshua,Jones,male,7272601370.0,Joshua_29000@gmail.com,2003-5-8,95.0,5.0,10.0,10.0,10.0,9.0,9.0,10.0,7.0,0.0,112.0,110.0,112.0,120.0,116.0,111.0,116.0,119.0,113.0,111.0,112.0,120.0,116.0,118.0,118.0
29001,Eric,Hawkins,female,6638738882.0,Eric_29001@gmail.com,2003-11-8,93.0,1.0,10.0,9.0,10.0,9.0,10.0,9.0,1.0,0.0,110.0,105.0,106.0,108.0,107.0,105.0,106.0,108.0,106.0,108.0,108.0,105.0,106.0,106.0,110.0
29002,Elizabeth,Johnson,male,8313974685.0,Elizabeth_29002@gmail.com,2003-9-16,89.0,1.0,8.0,9.0,8.0,9.0,8.0,8.0,1.0,0.0,101.0,105.0,104.0,104.0,103.0,104.0,102.0,103.0,103.0,103.0,104.0,100.0,103.0,103.0,101.0
29003,Juan,Simon,male,7647147546.0,Juan_29003@gmail.com,2004-10-28,80.0,1.0,9.0,9.0,8.0,8.0,9.0,9.0,6.0,0.0,98.0,97.0,99.0,95.0,98.0,95.0,98.0,95.0,100.0,95.0,98.0,95.0,98.0,97.0,100.0
29004,Tammy,Cochran,male,8078913701.0,Tammy_29004@gmail.com,2002-5-16,76.0,6.0,8.0,8.0,7.0,8.0,8.0,7.0,7.0,0.0,91.0,95.0,91.0,95.0,94.0,92.0,92.0,90.0,95.0,94.0,90.0,95.0,94.0,93.0,95.0
29005,Alyssa,Gomez,female,8165558872.0,Alyssa_29005@gmail.com,2003-4-4,73.0,6.0,8.0,7.0,7.0,7.0,8.0,8.0,2.0,0.0,88.0,87.0,86.0,89.0,89.0,88.0,86.0,88.0,89.0,85.0,90.0,88.0,87.0,89.0,86.0
29006,Brooke,Hamilton,male,7650566867.0,Brooke_29006@gmail.com,2002-5-22,69.0,3.0,6.0,6.0,6.0,7.0,7.0,7.0,3.0,0.0,85.0,84.0,83.0,82.0,85.0,83.0,81.0,84.0,84.0,83.0,83.0,80.0,77.0,52.0,76.0
29007,Thomas,Vega,female,8921024935.0,Thomas_29007@gmail.com,2004-3-4,63.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,0.0,77.0,78.0,78.0,77.0,76.0,76.0,75.0,80.0,78.0,75.0,75.0,77.0,76.0,77.0,75.0
29008,Allen,Gonzalez,female,6802979589.0,Allen_29008@gmail.com,2002-12-12,60.0,1.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,0.0,71.0,71.0,72.0,74.0,74.0,72.0,72.0,74.0,70.0,70.0,70.0,75.0,74.0,75.0,72.0
29009,Gerald,Young,female,8522145968.0,Gerald_29009@gmail.com,2004-7-4,50.0,7.0,5.0,6.0,5.0,6.0,6.0,6.0,5.0,0.0,67.0,69.0,66.0,65.0,70.0,70.0,70.0,69.0,66.0,65.0,66.0,66.0,65.0,68.0,65.0
29010,Natalie,Chang,male,6353326446.0,Natalie_29010@gmail.com,2004-9-20,49.0,2.0,4.0,4.0,4.0,5.0,4.0,5.0,2.0,0.0,62.0,63.0,63.0,63.0,61.0,64.0,65.0,62.0,65.0,62.0,62.0,63.0,65.0,65.0,61.0
29011,Kimberly,Mack,male,7582979875.0,Kimberly_29011@gmail.com,2004-8-20,42.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,8.0,0.0,57.0,55.0,60.0,60.0,58.0,60.0,59.0,55.0,60.0,60.0,59.0,56.0,59.0,58.0,55.0
29012,Shannon,Valenzuela,male,9062857454.0,Shannon_29012@gmail.com,2003-10-12,40.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,7.0,0.0,55.0,55.0,50.0,54.0,53.0,52.0,55.0,55.0,50.0,51.0,55.0,50.0,52.0,54.0,53.0
29013,Susan,Baker,female,9182440687.0,Susan_29013@gmail.com,2002-2-18,32.0,6.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,0.0,47.0,49.0,50.0,48.0,49.0,49.0,47.0,46.0,49.0,47.0,45.0,49.0,46.0,49.0,45.0
29014,Michelle,Carter,male,8240242720.0,Michelle_29014@gmail.com,2003-6-13,26.0,0.0,2.0,2.0,3.0,2.0,3.0,3.0,8.0,0.0,42.0,42.0,40.0,44.0,40.0,42.0,40.0,43.0,45.0,42.0,44.0,43.0,45.0,43.0,40.0
29015,Jennifer,Pena,female,9081765879.0,Jennifer_29015@gmail.com,2003-7-10,23.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,0.0,40.0,40.0,36.0,35.0,40.0,39.0,40.0,35.0,40.0,36.0,35.0,40.0,36.0,37.0,38.0
29016,Isaac,Taylor,female,8410892436.0,Isaac_29016@gmail.com,2003-2-7,15.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,0.0,35.0,32.0,33.0,35.0,32.0,33.0,33.0,31.0,33.0,30.0,31.0,31.0,33.0,31.0,35.0
29017,Amanda,Carr,male,8790905113.0,Amanda_29017@gmail.com,2003-1-18,10.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,6.0,0.0,29.0,26.0,28.0,30.0,29.0,27.0,25.0,25.0,30.0,26.0,30.0,27.0,30.0,28.0,30.0
29018,Maria,Nixon,male,8418334953.0,Maria_29018@gmail.com,2003-2-14,9.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,7.0,0.0,21.0,24.0,13.0,16.0,10.0,24.0,12.0,15.0,23.0,16.0,24.0,15.0,20.0,14.0,10.0
29019,Brian,Herrera,female,8427952775.0,Brian_29019@gmail.com,2004-11-16,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,10.0,0.0,7.0,4.0,8.0,6.0,10.0,2.0,8.0,4.0,7.0,1.0,7.0,5.0,3.0,8.0,1.0
29020,David,Zamora,male,7794018970.0,David_29020@gmail.com,2002-10-5,100.0,0.0,10.0,10.0,10.0,10.0,10.0,9.0,1.0,0.0,117.0,112.0,118.0,118.0,111.0,117.0,111.0,116.0,111.0,114.0,118.0,118.0,115.0,113.0,116.0
29021,Ronald,Wang,male,7427162819.0,Ronald_29021@gmail.com,2003-10-8,95.0,1.0,9.0,9.0,10.0,10.0,10.0,10.0,3.0,0.0,106.0,106.0,110.0,110.0,106.0,106.0,110.0,107.0,107.0,109.0,106.0,105.0,107.0,105.0,106.0
29022,Jacob,Sampson,female,7924285006.0,Jacob_29022@gmail.com,2004-5-23,87.0,6.0,9.0,9.0,8.0,9.0,8.0,9.0,2.0,0.0,105.0,102.0,104.0,101.0,100.0,104.0,101.0,102.0,105.0,102.0,101.0,100.0,103.0,101.0,102.0
29023,Andrew,Scott,male,8997354412.0,Andrew_29023@gmail.com,2003-11-17,81.0,1.0,8.0,8.0,9.0,8.0,9.0,9.0,9.0,0.0,95.0,96.0,99.0,95.0,97.0,95.0,98.0,97.0,95.0,97.0,97.0,100.0,99.0,100.0,95.0
29024,Joseph,Sparks,male,8464150049.0,Joseph_29024@gmail.com,2002-9-5,79.0,6.0,7.0,8.0,7.0,8.0,8.0,8.0,5.0,0.0,91.0,94.0,93.0,93.0,93.0,92.0,93.0,95.0,94.0,92.0,90.0,93.0,95.0,90.0,95.0
29025,Hunter,Beltran,female,6317085305.0,Hunter_29025@gmail.com,2003-2-28,73.0,3.0,8.0,8.0,7.0,7.0,7.0,8.0,3.0,0.0,90.0,86.0,86.0,85.0,85.0,87.0,86.0,89.0,85.0,87.0,85.0,86.0,89.0,89.0,86.0
29026,Katie,Simmons,male,7767297700.0,Katie_29026@gmail.com,2002-5-21,70.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,0.0,85.0,81.0,83.0,82.0,84.0,81.0,82.0,82.0,81.0,85.0,82.0,80.0,83.0,83.0,67.0
29027,Marisa,Conway,male,7084998997.0,Marisa_29027@gmail.com,2004-9-26,64.0,6.0,7.0,6.0,7.0,7.0,7.0,6.0,3.0,0.0,76.0,79.0,79.0,80.0,76.0,75.0,76.0,80.0,79.0,75.0,78.0,79.0,75.0,77.0,78.0
29028,Samuel,Ayala,male,7625115721.0,Samuel_29028@gmail.com,2003-9-2,57.0,1.0,6.0,6.0,6.0,6.0,5.0,5.0,7.0,0.0,74.0,71.0,73.0,74.0,70.0,73.0,73.0,72.0,73.0,71.0,72.0,74.0,75.0,73.0,73.0
29029,Rebecca,Stewart,female,7872485795.0,Rebecca_29029@gmail.com,2002-10-19,51.0,3.0,6.0,6.0,5.0,5.0,6.0,5.0,7.0,0.0,70.0,67.0,66.0,68.0,65.0,67.0,68.0,70.0,70.0,66.0,70.0,68.0,69.0,70.0,69.0
29030,Clayton,Pratt,female,6510458653.0,Clayton_29030@gmail.com,2002-2-8,48.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,6.0,0.0,62.0,61.0,63.0,63.0,61.0,62.0,65.0,62.0,63.0,64.0,62.0,64.0,63.0,60.0,61.0
29031,Tina,Taylor,male,6302913015.0,Tina_29031@gmail.com,2004-3-26,40.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,10.0,0.0,57.0,55.0,55.0,60.0,55.0,59.0,58.0,55.0,57.0,56.0,58.0,58.0,56.0,58.0,57.0
